0,1,3,0,4,4,5,4,5,4,5,4,5,4,4,1
0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,25
0,82,0,500,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,94
0,0.375,0.5,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0
0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
