4,4,5,4,5,4,5,4,1,2,1
0,0,0,0,0,0,0,0,0,-45,-45
1500,500,500,1000,500,1500,500,1000,6,0,26
0,0,0,0,0,0,0,0,-0.5,0.6,-0.6
1,1,1,1,1,1,1,0,0,0,0
2,0,0,0,0,0,0,4,4,0,0
0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
